PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27123754","Semantic and plausibility preview benefit effects in English: Evidence from eye movements","Schotter ER, Jia A.","J Exp Psychol Learn Mem Cogn. 2016 Dec;42(12):1839-1866. doi: 10.1037/xlm0000281. Epub 2016 Apr 28.","Schotter ER","J Exp Psychol Learn Mem Cogn","2016","2016/04/29","PMC5085893","NIHMS773841","10.1037/xlm0000281"
"30920243","Effects of adult aging on letter position coding in reading: Evidence from eye movements","Warrington KL, McGowan VA, Paterson KB, White SJ.","Psychol Aging. 2019 Jun;34(4):598-612. doi: 10.1037/pag0000342. Epub 2019 Mar 28.","Warrington KL","Psychol Aging","2019","2019/03/29","PMC6542500","","10.1037/pag0000342"
"30312495","Eating disorder symptomatology and body mass index are associated with readers' expectations about character behavior: Evidence from eye-tracking during reading","Ralph-Nearman C, Filik R.","Int J Eat Disord. 2018 Sep;51(9):1070-1079. doi: 10.1002/eat.22961. Epub 2018 Oct 12.","Ralph-Nearman C","Int J Eat Disord","2018","2018/10/13","","","10.1002/eat.22961"
"20004875","Correlation between asthenopic symptoms and different measurements of convergence and reading comprehension and saccadic fixation eye movements","Cohen Y, Segal O, Barkana Y, Lederman R, Zadok D, Pras E, Morad Y.","Optometry. 2010 Jan;81(1):28-34. doi: 10.1016/j.optm.2008.10.019.","Cohen Y","Optometry","2010","2009/12/17","","","10.1016/j.optm.2008.10.019"
"30047769","Survival analyses reveal how early phonological processing affects eye movements during reading","Leinenger M.","J Exp Psychol Learn Mem Cogn. 2019 Jul;45(7):1316-1344. doi: 10.1037/xlm0000648. Epub 2018 Jul 26.","Leinenger M","J Exp Psychol Learn Mem Cogn","2019","2018/07/27","PMC6348047","NIHMS972694","10.1037/xlm0000648"
"24434024","Task effects reveal cognitive flexibility responding to frequency and predictability: evidence from eye movements in reading and proofreading","Schotter ER, Bicknell K, Howard I, Levy R, Rayner K.","Cognition. 2014 Apr;131(1):1-27. doi: 10.1016/j.cognition.2013.11.018. Epub 2014 Jan 14.","Schotter ER","Cognition","2014","2014/01/18","PMC3943895","NIHMS551821","10.1016/j.cognition.2013.11.018"
"23757203","The adaptive nature of eye movements in linguistic tasks: how payoff and architecture shape speed-accuracy trade-offs","Lewis RL, Shvartsman M, Singh S.","Top Cogn Sci. 2013 Jul;5(3):581-610. doi: 10.1111/tops.12032. Epub 2013 Jun 11.","Lewis RL","Top Cogn Sci","2013","2013/06/13","","","10.1111/tops.12032"
"25582781","Behavioural and eye-movement outcomes in response to text-based reading treatment for acquired alexia","Kim ES, Lemke SF.","Neuropsychol Rehabil. 2016;26(1):60-86. doi: 10.1080/09602011.2014.999688. Epub 2015 Jan 13.","Kim ES","Neuropsychol Rehabil","2016","2015/01/14","","","10.1080/09602011.2014.999688"
"30861421","Reading without spaces revisited: The role of word identification and sentence-level constraints","Mirault J, Snell J, Grainger J.","Acta Psychol (Amst). 2019 Apr;195:22-29. doi: 10.1016/j.actpsy.2019.03.001. Epub 2019 Mar 9.","Mirault J","Acta Psychol (Amst)","2019","2019/03/13","","","10.1016/j.actpsy.2019.03.001"
"28333501","Effects of word predictability and preview lexicality on eye movements during reading: A comparison between young and older adults","Choi W, Lowder MW, Ferreira F, Swaab TY, Henderson JM.","Psychol Aging. 2017 May;32(3):232-242. doi: 10.1037/pag0000160. Epub 2017 Mar 23.","Choi W","Psychol Aging","2017","2017/03/24","","","10.1037/pag0000160"
"28030516","Scotoma Visibility and Reading Rate with Bilateral Central Scotomas","Pratt JD, Stevenson SB, Bedell HE.","Optom Vis Sci. 2017 Mar;94(3):279-289. doi: 10.1097/OPX.0000000000001042.","Pratt JD","Optom Vis Sci","2017","2016/12/29","PMC5321850","NIHMS830925","10.1097/OPX.0000000000001042"
"23668075","[Eye movements during reading as an indicator of development of reading skill]","Bezrukikh MM, Ivanov VV.","Fiziol Cheloveka. 2013 Jan-Feb;39(1):83-93. doi: 10.7868/s0131164612060045.","Bezrukikh MM","Fiziol Cheloveka","2013","2013/05/15","","","10.7868/s0131164612060045"
"30051237","Information processing under high and low distractions using eye tracking","Wu D, Huang H, Liu N, Miao D.","Cogn Process. 2019 Feb;20(1):11-18. doi: 10.1007/s10339-018-0876-3. Epub 2018 Jul 26.","Wu D","Cogn Process","2019","2018/07/28","","","10.1007/s10339-018-0876-3"
"28942127","Examining incidental word learning during reading in children: The role of context","Joseph H, Nation K.","J Exp Child Psychol. 2018 Feb;166:190-211. doi: 10.1016/j.jecp.2017.08.010. Epub 2017 Sep 22.","Joseph H","J Exp Child Psychol","2018","2017/09/25","","","10.1016/j.jecp.2017.08.010"
"22905106","Eye movements reveal effects of visual content on eye guidance and lexical access during reading","Paterson KB, McGowan VA, Jordan TR.","PLoS One. 2012;7(8):e41766. doi: 10.1371/journal.pone.0041766. Epub 2012 Aug 8.","Paterson KB","PLoS One","2012","2012/08/21","PMC3414467","","10.1371/journal.pone.0041766"
"26506842","Readers in Adult Basic Education","Barnes AE, Kim YS, Tighe EL, Vorstius C.","J Learn Disabil. 2017 Mar/Apr;50(2):180-194. doi: 10.1177/0022219415609187. Epub 2016 Aug 4.","Barnes AE","J Learn Disabil","2017","2015/10/29","","","10.1177/0022219415609187"
"28934359","Microsaccades during reading","Bowers NR, Poletti M.","PLoS One. 2017 Sep 21;12(9):e0185180. doi: 10.1371/journal.pone.0185180. eCollection 2017.","Bowers NR","PLoS One","2017","2017/09/22","PMC5608362","","10.1371/journal.pone.0185180"
"22686151","The impact of text repetition on content and function words during reading: further evidence from eye movements","Chamberland C, Saint-Aubin J, Légère MA.","Can J Exp Psychol. 2013 Jun;67(2):94-9. doi: 10.1037/a0028288. Epub 2012 Jun 11.","Chamberland C","Can J Exp Psychol","2013","2012/06/13","","","10.1037/a0028288"
"23709061","Effects of intraword and interword spacing on eye movements during reading: exploring the optimal use of space in a line of text","Slattery TJ, Rayner K.","Atten Percept Psychophys. 2013 Aug;75(6):1275-92. doi: 10.3758/s13414-013-0463-8.","Slattery TJ","Atten Percept Psychophys","2013","2013/05/28","","","10.3758/s13414-013-0463-8"
"28656674","Saccades and fixations in children with delayed reading skills","Vinuela-Navarro V, Erichsen JT, Williams C, Woodhouse JM.","Ophthalmic Physiol Opt. 2017 Jul;37(4):531-541. doi: 10.1111/opo.12392.","Vinuela-Navarro V","Ophthalmic Physiol Opt","2017","2017/06/29","","","10.1111/opo.12392"
"29620378","Predictability and parafoveal preview effects in the developing reader: Evidence from eye movements","Johnson RL, Oehrlein EC, Roche WL.","J Exp Psychol Hum Percept Perform. 2018 Jul;44(7):973-991. doi: 10.1037/xhp0000506. Epub 2018 Apr 5.","Johnson RL","J Exp Psychol Hum Percept Perform","2018","2018/04/06","","","10.1037/xhp0000506"
"29907908","Russian Sentence Corpus: Benchmark measures of eye movements in reading in Russian","Laurinavichyute AK, Sekerina IA, Alexeeva S, Bagdasaryan K, Kliegl R.","Behav Res Methods. 2019 Jun;51(3):1161-1178. doi: 10.3758/s13428-018-1051-6.","Laurinavichyute AK","Behav Res Methods","2019","2018/06/17","","","10.3758/s13428-018-1051-6"
"22612173","Plausibility effects when reading one- and two-character words in Chinese: evidence from eye movements","Yang J, Staub A, Li N, Wang S, Rayner K.","J Exp Psychol Learn Mem Cogn. 2012 Nov;38(6):1801-9. doi: 10.1037/a0028478. Epub 2012 May 21.","Yang J","J Exp Psychol Learn Mem Cogn","2012","2012/05/23","PMC3683136","NIHMS469944","10.1037/a0028478"
"26010829","Dissociating word frequency and predictability effects in reading: Evidence from coregistration of eye movements and EEG","Kretzschmar F, Schlesewsky M, Staub A.","J Exp Psychol Learn Mem Cogn. 2015 Nov;41(6):1648-62. doi: 10.1037/xlm0000128. Epub 2015 May 25.","Kretzschmar F","J Exp Psychol Learn Mem Cogn","2015","2015/05/27","","","10.1037/xlm0000128"
"22260785","Is there a common control mechanism for anti-saccades and reading eye movements? Evidence from distributional analyses","Feng G.","Vision Res. 2012 Mar 15;57:35-50. doi: 10.1016/j.visres.2012.01.001. Epub 2012 Jan 13.","Feng G","Vision Res","2012","2012/01/21","","","10.1016/j.visres.2012.01.001"
"26010825","Children's eye-movements during reading reflect the quality of lexical representations: An individual differences approach","Luke SG, Henderson JM, Ferreira F.","J Exp Psychol Learn Mem Cogn. 2015 Nov;41(6):1675-83. doi: 10.1037/xlm0000133. Epub 2015 May 25.","Luke SG","J Exp Psychol Learn Mem Cogn","2015","2015/05/27","","","10.1037/xlm0000133"
"31165454","An eye-movement exploration into return-sweep targeting during reading","Slattery TJ, Vasilev MR.","Atten Percept Psychophys. 2019 Jul;81(5):1197-1203. doi: 10.3758/s13414-019-01742-3.","Slattery TJ","Atten Percept Psychophys","2019","2019/06/06","PMC6647890","","10.3758/s13414-019-01742-3"
"24730735","Stable individual differences in saccadic eye movements during reading, pseudoreading, scene viewing, and scene search","Henderson JM, Luke SG.","J Exp Psychol Hum Percept Perform. 2014 Aug;40(4):1390-400. doi: 10.1037/a0036330. Epub 2014 Apr 14.","Henderson JM","J Exp Psychol Hum Percept Perform","2014","2014/04/16","","","10.1037/a0036330"
"23067119","Eye movement control in scene viewing and reading: evidence from the stimulus onset delay paradigm","Luke SG, Nuthmann A, Henderson JM.","J Exp Psychol Hum Percept Perform. 2013 Feb;39(1):10-5. doi: 10.1037/a0030392. Epub 2012 Oct 15.","Luke SG","J Exp Psychol Hum Percept Perform","2013","2012/10/17","","","10.1037/a0030392"
"22712548","Eye movements and parafoveal preview of compound words: does morpheme order matter?","Angele B, Rayner K.","Q J Exp Psychol (Hove). 2013;66(3):505-26. doi: 10.1080/17470218.2011.644572. Epub 2012 Jun 20.","Angele B","Q J Exp Psychol (Hove)","2013","2012/06/21","","","10.1080/17470218.2011.644572"
"29444444","Vertical disconjugacy during reading in dyslexic and non-dyslexic children","Goulème N, Lions C, Gérard CL, Peyre H, Thai-Van H, Bucci MP.","Neurosci Lett. 2018 Apr 3;671:82-87. doi: 10.1016/j.neulet.2018.02.016. Epub 2018 Feb 11.","Goulème N","Neurosci Lett","2018","2018/02/15","","","10.1016/j.neulet.2018.02.016"
"30403759","A simple saccadic reading test to assess ocular motor function in cerebellar ataxia","Oh AJ, Chen T, Shariati MA, Jehangir N, Hwang TN, Liao YJ.","PLoS One. 2018 Nov 7;13(11):e0203924. doi: 10.1371/journal.pone.0203924. eCollection 2018.","Oh AJ","PLoS One","2018","2018/11/08","PMC6221255","","10.1371/journal.pone.0203924"
"24980151","Reading transposed text: effects of transposed letter distance and consonant-vowel status on eye movements","Blythe HI, Johnson RL, Liversedge SP, Rayner K.","Atten Percept Psychophys. 2014 Nov;76(8):2424-40. doi: 10.3758/s13414-014-0707-2.","Blythe HI","Atten Percept Psychophys","2014","2014/07/02","","","10.3758/s13414-014-0707-2"
"30475051","Investigating word length effects in Chinese reading","Zang C, Fu Y, Bai X, Yan G, Liversedge SP.","J Exp Psychol Hum Percept Perform. 2018 Dec;44(12):1831-1841. doi: 10.1037/xhp0000589.","Zang C","J Exp Psychol Hum Percept Perform","2018","2018/11/27","PMC6254471","","10.1037/xhp0000589"
"19941198","Eye movements when reading implausible sentences: investigating potential structural influences on semantic integration","Patson ND, Warren T.","Q J Exp Psychol (Hove). 2010 Aug;63(8):1516-32. doi: 10.1080/17470210903380822. Epub 2009 Nov 25.","Patson ND","Q J Exp Psychol (Hove)","2010","2009/11/27","PMC2891344","NIHMS159882","10.1080/17470210903380822"
"23029504","Both lexical and non-lexical characters are processed during saccadic eye movements","Zhang H, Yan HM, Kendrick KM, Li CY.","PLoS One. 2012;7(9):e46383. doi: 10.1371/journal.pone.0046383. Epub 2012 Sep 28.","Zhang H","PLoS One","2012","2012/10/03","PMC3460897","","10.1371/journal.pone.0046383"
"29677335","The eye tracks the aesthetic appeal of sentences","Hoshi H, Menninghaus W.","J Vis. 2018 Mar 1;18(3):19. doi: 10.1167/18.3.19.","Hoshi H","J Vis","2018","2018/04/21","","","10.1167/18.3.19"
"21988376","The influence of word shading and word length on eye movements during reading","Leyland LA, Kirkby JA, Juhasz BJ, Pollatsek A, Liversedge SP.","Q J Exp Psychol (Hove). 2013;66(3):471-86. doi: 10.1080/17470218.2011.599401. Epub 2011 Oct 11.","Leyland LA","Q J Exp Psychol (Hove)","2013","2011/10/13","","","10.1080/17470218.2011.599401"
"29484579","Predicting eye-movement characteristics across multiple tasks from working memory and executive control","Luke SG, Darowski ES, Gale SD.","Mem Cognit. 2018 Jul;46(5):826-839. doi: 10.3758/s13421-018-0798-4.","Luke SG","Mem Cognit","2018","2018/02/28","","","10.3758/s13421-018-0798-4"
"31112607","Reading Individual Words Within Sentences in Infantile Nystagmus","Prakash E, McLean RJ, White SJ, Paterson KB, Gottlob I, Proudlock FA.","Invest Ophthalmol Vis Sci. 2019 May 1;60(6):2226-2236. doi: 10.1167/iovs.18-25793.","Prakash E","Invest Ophthalmol Vis Sci","2019","2019/05/22","","","10.1167/iovs.18-25793"
"25728469","Diagnosis of mild Alzheimer disease through the analysis of eye movements during reading","Fernández G, Castro LR, Schumacher M, Agamennoni OE.","J Integr Neurosci. 2015 Mar;14(1):121-33. doi: 10.1142/S0219635215500090. Epub 2015 Mar 1.","Fernández G","J Integr Neurosci","2015","2015/03/03","","","10.1142/S0219635215500090"
"31535894","Eye movement control in Chinese reading: A cross-sectional study","Yan M, Pan J, Kliegl R.","Dev Psychol. 2019 Nov;55(11):2275-2285. doi: 10.1037/dev0000819. Epub 2019 Sep 19.","Yan M","Dev Psychol","2019","2019/09/20","","","10.1037/dev0000819"
"30291918","Effect of different font sizes and of spaces between words on eye movement performance: An eye tracker study in dyslexic and non-dyslexic children","Masulli F, Galluccio M, Gerard CL, Peyre H, Rovetta S, Bucci MP.","Vision Res. 2018 Dec;153:24-29. doi: 10.1016/j.visres.2018.09.008. Epub 2018 Oct 9.","Masulli F","Vision Res","2018","2018/10/07","","","10.1016/j.visres.2018.09.008"
"27432001","The effect of contextual diversity on eye movements in Chinese sentence reading","Chen Q, Huang X, Bai L, Xu X, Yang Y, Tanenhaus MK.","Psychon Bull Rev. 2017 Apr;24(2):510-518. doi: 10.3758/s13423-016-1119-1.","Chen Q","Psychon Bull Rev","2017","2016/07/20","","","10.3758/s13423-016-1119-1"
"30328773","Reading sentences of words with rotated letters: An eye movement study","Blythe HI, Juhasz BJ, Tbaily LW, Rayner K, Liversedge SP.","Q J Exp Psychol (Hove). 2019 Jul;72(7):1790-1804. doi: 10.1177/1747021818810381. Epub 2018 Nov 12.","Blythe HI","Q J Exp Psychol (Hove)","2019","2018/10/18","","","10.1177/1747021818810381"
"29389184","How listening to music affects reading: Evidence from eye tracking","Zhang H, Miller K, Cleveland R, Cortina K.","J Exp Psychol Learn Mem Cogn. 2018 Nov;44(11):1778-1791. doi: 10.1037/xlm0000544. Epub 2018 Feb 1.","Zhang H","J Exp Psychol Learn Mem Cogn","2018","2018/02/02","","","10.1037/xlm0000544"
"30726235","The impact of hyperlinks on reading text","Fitzsimmons G, Weal MJ, Drieghe D.","PLoS One. 2019 Feb 6;14(2):e0210900. doi: 10.1371/journal.pone.0210900. eCollection 2019.","Fitzsimmons G","PLoS One","2019","2019/02/07","PMC6364904","","10.1371/journal.pone.0210900"
"26996449","Can We 'Read' the Eye-Movement Patterns of Readers? Unraveling the Relationship Between Reading Profiles and Processing Strategies","Koornneef A, Mulders I.","J Psycholinguist Res. 2017 Feb;46(1):39-56. doi: 10.1007/s10936-016-9418-2.","Koornneef A","J Psycholinguist Res","2017","2016/03/22","PMC5290069","","10.1007/s10936-016-9418-2"
"28478570","On the Eye Movement Control of Changing Reading Direction for a Single Word: The Case of Reading Numerals in Urdu","Khan A, Loberg O, Hautala J.","J Psycholinguist Res. 2017 Oct;46(5):1273-1283. doi: 10.1007/s10936-017-9491-1.","Khan A","J Psycholinguist Res","2017","2017/05/08","","","10.1007/s10936-017-9491-1"
"30625336","Return-sweep saccades during reading in adults and children","Parker AJ, Slattery TJ, Kirkby JA.","Vision Res. 2019 Feb;155:35-43. doi: 10.1016/j.visres.2018.12.007. Epub 2019 Jan 12.","Parker AJ","Vision Res","2019","2019/01/10","","","10.1016/j.visres.2018.12.007"
"29781642","Effects of aging and text-stimulus quality on the word-frequency effect during Chinese reading","Wang J, Li L, Li S, Xie F, Liversedge SP, Paterson KB.","Psychol Aging. 2018 Jun;33(4):693-712. doi: 10.1037/pag0000259. Epub 2018 May 21.","Wang J","Psychol Aging","2018","2018/05/22","","","10.1037/pag0000259"
"23421473","Evidence for direct control of eye movements during reading","Dambacher M, Slattery TJ, Yang J, Kliegl R, Rayner K.","J Exp Psychol Hum Percept Perform. 2013 Oct;39(5):1468-84. doi: 10.1037/a0031647. Epub 2013 Feb 18.","Dambacher M","J Exp Psychol Hum Percept Perform","2013","2013/02/21","PMC3925305","NIHMS538889","10.1037/a0031647"
"26371496","Individual differences in the processing of written sarcasm and metaphor: Evidence from eye movements","Olkoniemi H, Ranta H, Kaakinen JK.","J Exp Psychol Learn Mem Cogn. 2016 Mar;42(3):433-50. doi: 10.1037/xlm0000176. Epub 2015 Sep 14.","Olkoniemi H","J Exp Psychol Learn Mem Cogn","2016","2015/09/16","","","10.1037/xlm0000176"
"20719240","Eye movements during reading of randomly shuffled text","Schad DJ, Nuthmann A, Engbert R.","Vision Res. 2010 Nov 23;50(23):2600-16. doi: 10.1016/j.visres.2010.08.005. Epub 2010 Aug 16.","Schad DJ","Vision Res","2010","2010/08/20","","","10.1016/j.visres.2010.08.005"
"23460816","Reading ""sun"" and looking up: the influence of language on saccadic eye movements in the vertical dimension","Dudschig C, Souman J, Lachmair M, de la Vega I, Kaup B.","PLoS One. 2013;8(2):e56872. doi: 10.1371/journal.pone.0056872. Epub 2013 Feb 27.","Dudschig C","PLoS One","2013","2013/03/06","PMC3584096","","10.1371/journal.pone.0056872"
